instancia,tipo,n,m,obj_value,n_buckets,tiempo,buckets
00004-00000185.soc,soc,4,510,1.7176470587331363,2,0.011223600013181567,"[[1, 3, 4], [2]]"
00004-00000186.soc,soc,4,417,1.8057553956694945,2,0.007550099981017411,"[[1, 2, 4], [3]]"
00004-00000187.soc,soc,4,1207,1.9204639603095262,1,0.007228899979963899,"[[1, 2, 3, 4]]"
00004-00000188.soc,soc,4,623,2.0208667736040073,2,0.01419820002047345,"[[1, 2, 3], [4]]"
00004-00000189.soc,soc,4,403,1.955334987593052,1,0.005906800040975213,"[[1, 2, 3, 4]]"
00004-00000190.soc,soc,4,535,2.0654205608203413,2,0.010854399995878339,"[[1, 2, 4], [3]]"
00004-00000191.soc,soc,4,858,1.561771561953376,1,0.005195499979890883,"[[1, 2, 3, 4]]"
00004-00000192.soc,soc,4,823,1.7679222356867528,2,0.010600999987218529,"[[1, 3, 4], [2]]"
00004-00000193.soc,soc,4,801,2.1335830213161957,2,0.010540599992964417,"[[1, 2, 4], [3]]"
00004-00000194.soc,soc,4,418,2.009569378038334,2,0.01351509999949485,"[[1], [2, 3, 4]]"
00004-00000195.soc,soc,4,657,1.7929984779175814,4,0.006289499986451119,"[[1], [2], [3], [4]]"
00004-00000196.soc,soc,4,1814,1.6846747520683147,3,0.009324499987997115,"[[1, 4], [2], [3]]"
00004-00000197.soc,soc,4,382,1.9738219895799944,2,0.010086400026921183,"[[1, 2, 3], [4]]"
00004-00000198.soc,soc,4,732,1.55191256820041,2,0.010247700032778084,"[[1, 3, 4], [2]]"
00004-00000199.soc,soc,4,525,1.8819047619415712,1,0.009788699971977621,"[[1, 2, 3, 4]]"
00004-00000200.soc,soc,4,391,1.6470588236663715,1,0.005074100045021623,"[[1, 2, 3, 4]]"
